time, suceptible, infected, recovered
0, 5000, 50, 0
1, 4999, 51, 0
3, 4997, 53, 0
4, 4996, 54, 0
5, 4996, 53, 1
6, 4995, 54, 1
8, 4994, 55, 1
10, 4993, 56, 1
12, 4992, 57, 1
13, 4991, 58, 1
14, 4990, 59, 1
15, 4988, 61, 1
21, 4987, 62, 1
30, 4986, 63, 1
34, 4985, 64, 1
35, 4984, 64, 2
38, 4983, 65, 2
39, 4982, 66, 2
40, 4980, 68, 2
43, 4979, 69, 2
44, 4978, 70, 2
46, 4977, 71, 2
47, 4975, 73, 2
48, 4973, 75, 2
49, 4972, 76, 2
50, 4969, 79, 2
52, 4968, 80, 2
53, 4967, 81, 2
54, 4966, 82, 2
55, 4964, 84, 2
60, 4963, 84, 3
62, 4962, 85, 3
63, 4961, 86, 3
64, 4959, 88, 3
65, 4958, 89, 3
66, 4956, 91, 3
68, 4954, 93, 3
69, 4953, 94, 3
73, 4952, 95, 3
75, 4951, 96, 3
77, 4950, 97, 3
78, 4949, 98, 3
80, 4948, 99, 3
81, 4948, 98, 4
84, 4947, 99, 4
86, 4945, 101, 4
87, 4945, 100, 5
94, 4944, 99, 7
96, 4943, 100, 7
97, 4942, 101, 7
103, 4941, 102, 7
105, 4939, 103, 8
106, 4938, 104, 8
114, 4935, 107, 8
116, 4934, 108, 8
119, 4932, 110, 8
121, 4931, 111, 8
122, 4930, 112, 8
124, 4929, 113, 8
125, 4929, 112, 9
127, 4928, 113, 9
129, 4927, 114, 9
134, 4926, 115, 9
135, 4925, 116, 9
141, 4924, 117, 9
142, 4924, 116, 10
144, 4923, 117, 10
145, 4922, 118, 10
147, 4921, 119, 10
150, 4918, 122, 10
151, 4917, 123, 10
155, 4916, 124, 10
156, 4916, 123, 11
157, 4915, 124, 11
159, 4914, 125, 11
160, 4914, 124, 12
163, 4913, 125, 12
166, 4912, 126, 12
167, 4911, 127, 12
170, 4910, 127, 13
171, 4910, 126, 14
177, 4909, 127, 14
179, 4909, 126, 15
180, 4907, 128, 15
181, 4906, 129, 15
182, 4905, 130, 15
183, 4905, 129, 16
184, 4903, 131, 16
185, 4901, 133, 16
189, 4900, 134, 16
190, 4899, 135, 16
191, 4898, 136, 16
193, 4897, 137, 16
197, 4896, 136, 18
198, 4895, 137, 18
200, 4894, 137, 19
202, 4893, 138, 19
209, 4892, 139, 19
210, 4891, 140, 19
211, 4890, 141, 19
212, 4888, 143, 19
213, 4887, 144, 19
214, 4886, 145, 19
215, 4886, 144, 20
216, 4886, 143, 21
217, 4886, 142, 22
219, 4885, 143, 22
220, 4884, 144, 22
221, 4883, 145, 22
222, 4883, 144, 23
223, 4881, 146, 23
224, 4878, 149, 23
229, 4878, 148, 24
230, 4877, 149, 24
232, 4876, 150, 24
235, 4875, 151, 24
239, 4874, 152, 24
242, 4873, 153, 24
244, 4872, 154, 24
246, 4871, 155, 24
248, 4870, 156, 24
250, 4869, 157, 24
251, 4866, 160, 24
252, 4865, 161, 24
253, 4864, 162, 24
255, 4863, 163, 24
257, 4862, 163, 25
258, 4860, 164, 26
263, 4859, 165, 26
264, 4855, 169, 26
265, 4855, 168, 27
266, 4851, 172, 27
268, 4849, 174, 27
270, 4849, 173, 28
273, 4848, 174, 28
276, 4846, 176, 28
277, 4845, 177, 28
278, 4845, 176, 29
280, 4842, 179, 29
281, 4840, 181, 29
282, 4839, 182, 29
283, 4837, 184, 29
285, 4836, 185, 29
287, 4835, 186, 29
288, 4834, 187, 29
292, 4832, 188, 30
293, 4832, 187, 31
294, 4831, 188, 31
295, 4830, 189, 31
296, 4828, 191, 31
298, 4825, 194, 31
301, 4824, 195, 31
302, 4823, 196, 31
304, 4821, 197, 32
305, 4819, 199, 32
306, 4817, 201, 32
308, 4814, 204, 32
309, 4813, 204, 33
310, 4812, 205, 33
311, 4810, 207, 33
312, 4808, 209, 33
314, 4807, 210, 33
315, 4806, 211, 33
316, 4805, 211, 34
319, 4804, 212, 34
321, 4802, 214, 34
322, 4801, 215, 34
323, 4800, 216, 34
325, 4799, 217, 34
326, 4798, 216, 36
327, 4797, 216, 37
330, 4796, 217, 37
332, 4796, 216, 38
333, 4795, 216, 39
335, 4794, 217, 39
336, 4792, 219, 39
337, 4790, 221, 39
338, 4789, 222, 39
340, 4787, 224, 39
342, 4786, 225, 39
343, 4784, 227, 39
344, 4784, 224, 42
345, 4783, 224, 43
346, 4782, 224, 44
348, 4780, 226, 44
349, 4778, 228, 44
353, 4776, 230, 44
354, 4775, 231, 44
359, 4773, 233, 44
360, 4770, 236, 44
362, 4769, 237, 44
363, 4767, 239, 44
365, 4766, 240, 44
366, 4763, 243, 44
368, 4762, 242, 46
370, 4760, 244, 46
371, 4758, 246, 46
373, 4757, 246, 47
376, 4756, 246, 48
377, 4755, 247, 48
378, 4753, 249, 48
379, 4752, 250, 48
380, 4749, 253, 48
381, 4748, 254, 48
382, 4747, 255, 48
385, 4746, 256, 48
386, 4745, 257, 48
387, 4741, 261, 48
388, 4739, 262, 49
389, 4738, 263, 49
390, 4737, 263, 50
391, 4736, 264, 50
392, 4734, 266, 50
393, 4733, 267, 50
394, 4732, 267, 51
395, 4732, 266, 52
396, 4730, 268, 52
397, 4729, 268, 53
398, 4728, 269, 53
399, 4727, 269, 54
400, 4726, 270, 54
402, 4724, 271, 55
403, 4722, 272, 56
404, 4721, 272, 57
405, 4719, 273, 58
406, 4717, 275, 58
408, 4716, 276, 58
409, 4714, 278, 58
411, 4713, 278, 59
412, 4709, 281, 60
414, 4704, 286, 60
416, 4703, 287, 60
417, 4701, 288, 61
418, 4700, 288, 62
419, 4699, 288, 63
420, 4697, 290, 63
421, 4697, 287, 66
422, 4693, 291, 66
423, 4691, 292, 67
424, 4690, 293, 67
425, 4690, 292, 68
427, 4689, 292, 69
428, 4687, 294, 69
429, 4686, 295, 69
430, 4685, 296, 69
431, 4683, 298, 69
432, 4682, 299, 69
433, 4681, 300, 69
434, 4680, 300, 70
435, 4677, 302, 71
436, 4676, 302, 72
437, 4676, 301, 73
439, 4674, 303, 73
441, 4673, 304, 73
442, 4671, 306, 73
444, 4670, 307, 73
447, 4668, 309, 73
449, 4666, 311, 73
451, 4665, 311, 74
452, 4664, 312, 74
453, 4661, 314, 75
456, 4661, 312, 77
457, 4659, 314, 77
458, 4658, 315, 77
459, 4657, 316, 77
460, 4655, 318, 77
461, 4654, 319, 77
462, 4651, 322, 77
463, 4650, 323, 77
464, 4649, 324, 77
465, 4649, 323, 78
466, 4648, 324, 78
467, 4646, 326, 78
468, 4646, 325, 79
469, 4644, 327, 79
470, 4642, 329, 79
471, 4641, 330, 79
472, 4640, 331, 79
473, 4639, 332, 79
474, 4637, 333, 80
475, 4636, 333, 81
476, 4634, 335, 81
477, 4632, 337, 81
478, 4629, 339, 82
479, 4627, 341, 82
480, 4625, 343, 82
481, 4625, 342, 83
483, 4624, 342, 84
484, 4622, 342, 86
485, 4621, 343, 86
486, 4620, 344, 86
487, 4617, 346, 87
488, 4615, 348, 87
489, 4612, 351, 87
490, 4611, 350, 89
491, 4610, 351, 89
492, 4609, 352, 89
493, 4607, 354, 89
494, 4606, 355, 89
496, 4604, 357, 89
498, 4603, 357, 90
499, 4602, 357, 91
500, 4601, 358, 91
502, 4599, 360, 91
503, 4598, 361, 91
506, 4597, 362, 91
509, 4595, 364, 91
510, 4594, 365, 91
511, 4592, 367, 91
512, 4592, 365, 93
513, 4590, 367, 93
514, 4588, 369, 93
516, 4586, 371, 93
517, 4583, 374, 93
518, 4580, 377, 93
519, 4577, 380, 93
521, 4574, 382, 94
522, 4572, 384, 94
526, 4569, 387, 94
527, 4565, 390, 95
531, 4565, 389, 96
532, 4564, 389, 97
533, 4563, 389, 98
535, 4563, 388, 99
536, 4562, 389, 99
537, 4561, 390, 99
538, 4558, 391, 101
539, 4556, 392, 102
540, 4556, 391, 103
541, 4554, 393, 103
542, 4554, 392, 104
543, 4553, 392, 105
544, 4552, 393, 105
545, 4551, 393, 106
546, 4549, 394, 107
547, 4547, 395, 108
548, 4545, 396, 109
549, 4544, 397, 109
550, 4541, 400, 109
552, 4540, 401, 109
554, 4539, 402, 109
555, 4538, 402, 110
556, 4535, 405, 110
558, 4534, 406, 110
560, 4532, 407, 111
564, 4531, 408, 111
565, 4530, 409, 111
566, 4528, 411, 111
568, 4527, 411, 112
569, 4524, 414, 112
570, 4521, 417, 112
572, 4519, 419, 112
574, 4516, 421, 113
575, 4516, 420, 114
576, 4513, 422, 115
577, 4511, 424, 115
579, 4510, 425, 115
580, 4508, 426, 116
583, 4507, 427, 116
584, 4505, 429, 116
585, 4505, 428, 117
586, 4504, 429, 117
589, 4502, 430, 118
590, 4500, 432, 118
591, 4499, 433, 118
592, 4497, 435, 118
593, 4496, 436, 118
595, 4494, 438, 118
596, 4491, 440, 119
597, 4490, 441, 119
599, 4490, 440, 120
600, 4487, 443, 120
601, 4483, 445, 122
603, 4480, 448, 122
604, 4477, 451, 122
605, 4476, 451, 123
606, 4475, 451, 124
607, 4473, 453, 124
608, 4472, 454, 124
611, 4471, 455, 124
612, 4469, 457, 124
613, 4469, 455, 126
614, 4469, 452, 129
615, 4469, 451, 130
617, 4465, 455, 130
618, 4463, 456, 131
619, 4459, 458, 133
620, 4458, 459, 133
621, 4456, 461, 133
622, 4455, 462, 133
623, 4453, 463, 134
625, 4452, 464, 134
626, 4450, 466, 134
627, 4449, 466, 135
628, 4446, 469, 135
629, 4445, 470, 135
630, 4443, 472, 135
633, 4442, 473, 135
634, 4442, 472, 136
635, 4439, 475, 136
636, 4437, 477, 136
637, 4436, 477, 137
638, 4435, 476, 139
640, 4434, 477, 139
641, 4433, 478, 139
642, 4432, 479, 139
644, 4432, 478, 140
646, 4430, 480, 140
648, 4427, 482, 141
649, 4426, 483, 141
651, 4424, 485, 141
652, 4423, 486, 141
653, 4423, 485, 142
654, 4422, 484, 144
655, 4421, 484, 145
656, 4418, 486, 146
657, 4418, 485, 147
658, 4418, 483, 149
659, 4414, 487, 149
660, 4414, 484, 152
662, 4413, 485, 152
663, 4411, 486, 153
664, 4411, 485, 154
665, 4409, 486, 155
666, 4406, 489, 155
667, 4405, 488, 157
668, 4404, 488, 158
670, 4402, 488, 160
671, 4401, 489, 160
672, 4398, 491, 161
674, 4394, 495, 161
675, 4392, 497, 161
676, 4390, 497, 163
677, 4388, 498, 164
679, 4387, 498, 165
681, 4386, 499, 165
682, 4383, 502, 165
683, 4381, 502, 167
684, 4379, 503, 168
685, 4375, 507, 168
687, 4373, 509, 168
688, 4372, 510, 168
689, 4371, 511, 168
691, 4370, 512, 168
692, 4367, 515, 168
693, 4366, 516, 168
694, 4362, 519, 169
695, 4361, 519, 170
696, 4358, 522, 170
697, 4358, 520, 172
698, 4358, 519, 173
699, 4355, 522, 173
700, 4354, 523, 173
701, 4351, 526, 173
702, 4349, 528, 173
703, 4348, 529, 173
704, 4348, 528, 174
705, 4345, 529, 176
706, 4345, 528, 177
707, 4344, 529, 177
709, 4342, 531, 177
710, 4339, 534, 177
711, 4337, 536, 177
712, 4334, 539, 177
713, 4332, 540, 178
714, 4331, 541, 178
715, 4329, 542, 179
716, 4327, 544, 179
718, 4325, 545, 180
719, 4324, 544, 182
720, 4323, 544, 183
721, 4320, 546, 184
722, 4318, 547, 185
723, 4317, 547, 186
724, 4316, 547, 187
725, 4314, 549, 187
726, 4312, 547, 191
729, 4311, 548, 191
730, 4309, 549, 192
731, 4309, 548, 193
732, 4306, 551, 193
734, 4305, 551, 194
735, 4304, 552, 194
736, 4302, 554, 194
737, 4302, 553, 195
738, 4301, 554, 195
739, 4301, 553, 196
741, 4299, 555, 196
742, 4294, 559, 197
743, 4292, 561, 197
744, 4291, 561, 198
745, 4290, 562, 198
747, 4288, 564, 198
748, 4287, 564, 199
749, 4282, 569, 199
750, 4280, 570, 200
751, 4276, 574, 200
753, 4272, 578, 200
755, 4270, 579, 201
756, 4269, 578, 203
757, 4269, 577, 204
758, 4266, 579, 205
759, 4262, 583, 205
760, 4261, 583, 206
762, 4261, 582, 207
763, 4259, 583, 208
765, 4257, 584, 209
766, 4257, 582, 211
767, 4256, 583, 211
768, 4254, 583, 213
769, 4253, 583, 214
770, 4249, 587, 214
771, 4248, 588, 214
772, 4248, 587, 215
773, 4248, 585, 217
774, 4244, 587, 219
777, 4242, 589, 219
778, 4242, 588, 220
779, 4240, 590, 220
780, 4235, 595, 220
781, 4232, 598, 220
782, 4230, 600, 220
783, 4230, 597, 223
784, 4229, 598, 223
785, 4228, 598, 224
786, 4227, 598, 225
787, 4225, 599, 226
788, 4224, 599, 227
790, 4222, 601, 227
791, 4221, 602, 227
792, 4220, 602, 228
793, 4219, 603, 228
794, 4218, 604, 228
795, 4217, 604, 229
798, 4214, 606, 230
799, 4213, 607, 230
801, 4210, 610, 230
802, 4206, 614, 230
803, 4204, 613, 233
804, 4201, 614, 235
805, 4199, 616, 235
807, 4199, 615, 236
808, 4197, 617, 236
809, 4192, 622, 236
810, 4188, 625, 237
811, 4185, 627, 238
812, 4184, 627, 239
813, 4181, 630, 239
814, 4179, 631, 240
815, 4178, 632, 240
816, 4177, 632, 241
817, 4176, 633, 241
818, 4175, 633, 242
819, 4172, 634, 244
820, 4169, 637, 244
821, 4164, 642, 244
822, 4162, 644, 244
823, 4160, 645, 245
824, 4159, 644, 247
825, 4158, 645, 247
826, 4155, 648, 247
827, 4151, 652, 247
828, 4149, 653, 248
829, 4144, 657, 249
830, 4143, 658, 249
831, 4141, 658, 251
832, 4139, 659, 252
833, 4136, 661, 253
834, 4135, 662, 253
835, 4133, 664, 253
837, 4132, 662, 256
838, 4129, 664, 257
839, 4127, 665, 258
840, 4126, 665, 259
841, 4126, 663, 261
842, 4124, 665, 261
843, 4123, 665, 262
844, 4122, 666, 262
845, 4120, 668, 262
846, 4118, 670, 262
847, 4116, 671, 263
848, 4115, 670, 265
849, 4114, 670, 266
850, 4110, 671, 269
852, 4107, 674, 269
853, 4105, 675, 270
854, 4103, 676, 271
856, 4102, 675, 273
857, 4098, 678, 274
858, 4097, 679, 274
859, 4096, 680, 274
860, 4094, 682, 274
861, 4092, 684, 274
862, 4090, 685, 275
863, 4088, 685, 277
864, 4083, 690, 277
865, 4082, 690, 278
866, 4080, 691, 279
867, 4079, 692, 279
868, 4078, 693, 279
871, 4077, 694, 279
872, 4077, 692, 281
873, 4073, 694, 283
874, 4072, 694, 284
875, 4071, 695, 284
876, 4070, 696, 284
877, 4068, 697, 285
878, 4064, 701, 285
879, 4063, 702, 285
880, 4061, 704, 285
881, 4060, 705, 285
882, 4060, 704, 286
883, 4056, 708, 286
884, 4052, 712, 286
885, 4049, 715, 286
886, 4046, 717, 287
887, 4044, 719, 287
888, 4043, 720, 287
889, 4041, 722, 287
891, 4039, 722, 289
892, 4038, 721, 291
893, 4036, 721, 293
894, 4033, 723, 294
895, 4031, 725, 294
897, 4029, 723, 298
898, 4025, 727, 298
899, 4022, 729, 299
900, 4020, 730, 300
902, 4018, 731, 301
903, 4017, 732, 301
904, 4016, 733, 301
905, 4013, 734, 303
906, 4011, 736, 303
907, 4011, 735, 304
908, 4011, 733, 306
909, 4009, 734, 307
911, 4009, 732, 309
913, 4006, 735, 309
914, 4002, 738, 310
915, 4001, 739, 310
916, 3999, 740, 311
917, 3998, 740, 312
918, 3994, 743, 313
920, 3992, 744, 314
921, 3991, 742, 317
922, 3989, 744, 317
924, 3988, 745, 317
925, 3987, 746, 317
926, 3984, 748, 318
927, 3983, 749, 318
929, 3981, 747, 322
930, 3978, 748, 324
931, 3976, 747, 327
932, 3975, 746, 329
933, 3974, 746, 330
935, 3972, 747, 331
936, 3970, 749, 331
937, 3969, 746, 335
938, 3966, 746, 338
939, 3964, 748, 338
940, 3963, 749, 338
941, 3961, 751, 338
943, 3961, 750, 339
944, 3959, 752, 339
946, 3957, 754, 339
947, 3954, 756, 340
948, 3953, 755, 342
949, 3951, 757, 342
950, 3950, 757, 343
951, 3949, 757, 344
952, 3945, 761, 344
953, 3944, 762, 344
954, 3941, 764, 345
955, 3939, 765, 346
957, 3935, 769, 346
958, 3932, 772, 346
959, 3929, 775, 346
960, 3927, 777, 346
961, 3922, 781, 347
962, 3921, 781, 348
963, 3921, 779, 350
964, 3917, 783, 350
965, 3915, 783, 352
966, 3914, 784, 352
967, 3912, 786, 352
968, 3909, 787, 354
969, 3907, 788, 355
970, 3906, 788, 356
971, 3904, 789, 357
973, 3902, 791, 357
974, 3900, 793, 357
977, 3897, 795, 358
978, 3890, 800, 360
979, 3889, 801, 360
980, 3889, 800, 361
981, 3889, 799, 362
982, 3885, 801, 364
983, 3885, 799, 366
984, 3884, 800, 366
985, 3883, 801, 366
986, 3879, 804, 367
987, 3875, 806, 369
989, 3872, 809, 369
990, 3869, 812, 369
991, 3868, 812, 370
992, 3867, 812, 371
993, 3867, 809, 374
994, 3864, 812, 374
995, 3863, 812, 375
996, 3858, 816, 376
997, 3855, 819, 376
998, 3853, 820, 377
999, 3850, 823, 377
1000, 3849, 824, 377
1001, 3846, 827, 377
1002, 3846, 826, 378
1003, 3845, 826, 379
1004, 3840, 830, 380
1005, 3839, 831, 380
1006, 3839, 829, 382
1007, 3839, 828, 383
1008, 3836, 831, 383
1009, 3835, 831, 384
1010, 3830, 834, 386
1011, 3829, 834, 387
1012, 3826, 837, 387
1013, 3822, 839, 389
1015, 3819, 841, 390
1016, 3818, 842, 390
1017, 3815, 845, 390
1018, 3812, 846, 392
1019, 3810, 845, 395
1020, 3810, 843, 397
1021, 3807, 846, 397
1022, 3806, 846, 398
1023, 3804, 846, 400
1025, 3804, 843, 403
1026, 3803, 843, 404
1027, 3801, 845, 404
1028, 3800, 846, 404
1029, 3797, 849, 404
1030, 3795, 849, 406
1031, 3789, 855, 406
1032, 3788, 856, 406
1033, 3785, 858, 407
1034, 3783, 860, 407
1035, 3782, 860, 408
1036, 3780, 861, 409
1037, 3778, 863, 409
1038, 3776, 865, 409
1039, 3774, 866, 410
1040, 3773, 867, 410
1041, 3768, 869, 413
1042, 3765, 871, 414
1044, 3764, 869, 417
1045, 3760, 873, 417
1046, 3756, 877, 417
1047, 3754, 877, 419
1048, 3752, 878, 420
1051, 3751, 877, 422
1052, 3750, 875, 425
1053, 3749, 873, 428
1054, 3749, 872, 429
1055, 3746, 875, 429
1056, 3744, 876, 430
1058, 3742, 877, 431
1059, 3740, 879, 431
1060, 3738, 881, 431
1061, 3735, 882, 433
1062, 3732, 882, 436
1063, 3731, 882, 437
1065, 3730, 883, 437
1066, 3729, 884, 437
1067, 3728, 885, 437
1068, 3728, 884, 438
1069, 3725, 882, 443
1070, 3723, 883, 444
1071, 3721, 884, 445
1072, 3719, 886, 445
1073, 3718, 887, 445
1074, 3718, 886, 446
1075, 3717, 886, 447
1076, 3716, 886, 448
1077, 3715, 886, 449
1078, 3714, 886, 450
1079, 3712, 888, 450
1080, 3708, 891, 451
1081, 3706, 893, 451
1082, 3704, 895, 451
1083, 3701, 898, 451
1084, 3698, 900, 452
1085, 3696, 902, 452
1086, 3694, 904, 452
1087, 3689, 908, 453
1088, 3686, 909, 455
1089, 3685, 910, 455
1090, 3682, 912, 456
1091, 3678, 915, 457
1092, 3675, 917, 458
1093, 3669, 919, 462
1094, 3667, 920, 463
1095, 3664, 922, 464
1096, 3663, 921, 466
1097, 3660, 922, 468
1098, 3659, 923, 468
1099, 3658, 922, 470
1100, 3657, 923, 470
1101, 3653, 927, 470
1104, 3648, 931, 471
1105, 3644, 935, 471
1106, 3643, 935, 472
1107, 3642, 936, 472
1108, 3640, 937, 473
1109, 3638, 938, 474
1110, 3636, 940, 474
1111, 3633, 942, 475
1112, 3633, 940, 477
1113, 3632, 941, 477
1114, 3631, 941, 478
1115, 3630, 942, 478
1116, 3629, 942, 479
1117, 3625, 945, 480
1118, 3625, 943, 482
1119, 3622, 946, 482
1120, 3621, 947, 482
1121, 3618, 950, 482
1122, 3615, 952, 483
1123, 3614, 953, 483
1124, 3610, 956, 484
1125, 3608, 957, 485
1126, 3606, 958, 486
1127, 3605, 957, 488
1128, 3602, 960, 488
1129, 3602, 959, 489
1130, 3601, 959, 490
1131, 3600, 959, 491
1132, 3600, 958, 492
1133, 3599, 958, 493
1134, 3595, 960, 495
1135, 3591, 964, 495
1136, 3590, 963, 497
1137, 3589, 964, 497
1138, 3587, 965, 498
1139, 3584, 967, 499
1140, 3582, 969, 499
1141, 3580, 971, 499
1142, 3578, 973, 499
1143, 3577, 974, 499
1144, 3575, 973, 502
1145, 3574, 974, 502
1146, 3572, 974, 504
1147, 3571, 974, 505
1148, 3569, 975, 506
1149, 3568, 975, 507
1150, 3566, 975, 509
1151, 3564, 974, 512
1152, 3562, 976, 512
1153, 3561, 976, 513
1154, 3559, 978, 513
1155, 3559, 977, 514
1156, 3557, 978, 515
1157, 3556, 978, 516
1158, 3556, 977, 517
1160, 3553, 978, 519
1161, 3552, 979, 519
1162, 3551, 980, 519
1163, 3549, 981, 520
1164, 3548, 981, 521
1165, 3547, 980, 523
1166, 3543, 984, 523
1167, 3542, 984, 524
1168, 3538, 988, 524
1169, 3534, 990, 526
1170, 3530, 994, 526
1171, 3527, 996, 527
1172, 3525, 998, 527
1173, 3523, 999, 528
1174, 3523, 998, 529
1175, 3520, 1000, 530
1176, 3517, 1003, 530
1177, 3515, 1004, 531
1178, 3514, 1005, 531
1179, 3510, 1008, 532
1180, 3507, 1010, 533
1181, 3506, 1011, 533
1182, 3505, 1011, 534
1183, 3503, 1013, 534
1184, 3500, 1015, 535
1185, 3498, 1014, 538
1186, 3495, 1016, 539
1187, 3495, 1014, 541
1188, 3494, 1013, 543
1189, 3492, 1015, 543
1190, 3488, 1019, 543
1191, 3487, 1019, 544
1192, 3485, 1021, 544
1193, 3484, 1021, 545
1194, 3482, 1023, 545
1195, 3479, 1025, 546
1196, 3476, 1026, 548
1197, 3474, 1028, 548
1198, 3473, 1028, 549
1199, 3473, 1027, 550
1200, 3469, 1031, 550
1201, 3468, 1031, 551
1202, 3466, 1033, 551
1203, 3464, 1035, 551
1204, 3461, 1038, 551
1205, 3458, 1039, 553
1206, 3452, 1045, 553
1207, 3450, 1044, 556
1208, 3449, 1045, 556
1209, 3448, 1045, 557
1210, 3445, 1046, 559
1211, 3443, 1048, 559
1212, 3440, 1049, 561
1213, 3439, 1049, 562
1214, 3437, 1050, 563
1215, 3435, 1050, 565
1216, 3435, 1049, 566
1218, 3433, 1048, 569
1219, 3432, 1048, 570
1220, 3432, 1047, 571
1221, 3428, 1051, 571
1222, 3426, 1053, 571
1223, 3422, 1056, 572
1224, 3420, 1057, 573
1225, 3420, 1056, 574
1226, 3419, 1057, 574
1227, 3417, 1058, 575
1228, 3412, 1063, 575
1229, 3411, 1062, 577
1230, 3407, 1066, 577
1231, 3406, 1065, 579
1232, 3404, 1067, 579
1233, 3403, 1067, 580
1234, 3402, 1068, 580
1235, 3402, 1066, 582
1236, 3402, 1063, 585
1237, 3400, 1065, 585
1238, 3398, 1064, 588
1239, 3396, 1062, 592
1240, 3394, 1062, 594
1241, 3391, 1064, 595
1242, 3389, 1066, 595
1243, 3388, 1066, 596
1244, 3387, 1064, 599
1245, 3384, 1064, 602
1246, 3381, 1066, 603
1247, 3380, 1064, 606
1248, 3378, 1065, 607
1249, 3373, 1070, 607
1250, 3372, 1071, 607
1251, 3372, 1069, 609
1252, 3370, 1069, 611
1253, 3368, 1069, 613
1254, 3366, 1071, 613
1255, 3363, 1073, 614
1256, 3361, 1074, 615
1257, 3358, 1075, 617
1258, 3355, 1078, 617
1259, 3354, 1078, 618
1260, 3350, 1081, 619
1262, 3349, 1077, 624
1263, 3348, 1075, 627
1265, 3348, 1074, 628
1267, 3344, 1078, 628
1268, 3343, 1076, 631
1269, 3342, 1077, 631
1270, 3340, 1079, 631
1271, 3338, 1080, 632
1272, 3337, 1080, 633
1273, 3333, 1084, 633
1274, 3331, 1086, 633
1275, 3329, 1087, 634
1276, 3328, 1087, 635
1277, 3324, 1091, 635
1278, 3324, 1090, 636
1279, 3323, 1091, 636
1280, 3322, 1092, 636
1281, 3320, 1092, 638
1282, 3317, 1095, 638
1283, 3314, 1097, 639
1284, 3312, 1099, 639
1285, 3311, 1098, 641
1286, 3307, 1100, 643
1287, 3305, 1101, 644
1288, 3304, 1102, 644
1289, 3303, 1101, 646
1290, 3300, 1103, 647
1291, 3300, 1102, 648
1292, 3299, 1103, 648
1293, 3297, 1105, 648
1294, 3297, 1104, 649
1295, 3296, 1103, 651
1296, 3294, 1105, 651
1297, 3294, 1103, 653
1298, 3291, 1106, 653
1299, 3290, 1107, 653
1300, 3289, 1107, 654
1301, 3286, 1110, 654
1302, 3285, 1110, 655
1305, 3284, 1110, 656
1306, 3281, 1112, 657
1307, 3279, 1113, 658
1308, 3277, 1114, 659
1309, 3276, 1115, 659
1310, 3276, 1114, 660
1311, 3276, 1112, 662
1312, 3275, 1113, 662
1313, 3274, 1112, 664
1314, 3270, 1115, 665
1315, 3267, 1117, 666
1316, 3262, 1122, 666
1317, 3260, 1122, 668
1318, 3259, 1120, 671
1319, 3256, 1123, 671
1320, 3253, 1123, 674
1321, 3252, 1124, 674
1322, 3251, 1125, 674
1323, 3250, 1124, 676
1324, 3247, 1125, 678
1325, 3245, 1127, 678
1327, 3242, 1130, 678
1328, 3240, 1130, 680
1329, 3239, 1131, 680
1330, 3238, 1131, 681
1331, 3237, 1130, 683
1332, 3237, 1127, 686
1333, 3237, 1126, 687
1334, 3236, 1126, 688
1335, 3235, 1126, 689
1336, 3233, 1127, 690
1337, 3230, 1130, 690
1338, 3226, 1133, 691
1339, 3223, 1135, 692
1340, 3220, 1137, 693
1341, 3218, 1137, 695
1342, 3215, 1140, 695
1343, 3212, 1143, 695
1344, 3212, 1142, 696
1345, 3211, 1142, 697
1346, 3210, 1142, 698
1347, 3205, 1146, 699
1348, 3201, 1149, 700
1349, 3200, 1149, 701
1350, 3197, 1152, 701
1351, 3195, 1152, 703
1352, 3195, 1150, 705
1353, 3193, 1150, 707
1354, 3189, 1154, 707
1355, 3186, 1156, 708
1356, 3184, 1157, 709
1357, 3183, 1157, 710
1358, 3180, 1159, 711
1359, 3179, 1160, 711
1360, 3178, 1161, 711
1361, 3176, 1162, 712
1362, 3174, 1164, 712
1363, 3173, 1165, 712
1364, 3173, 1164, 713
1365, 3171, 1164, 715
1366, 3171, 1159, 720
1367, 3168, 1159, 723
1368, 3167, 1159, 724
1369, 3164, 1162, 724
1370, 3163, 1163, 724
1371, 3160, 1163, 727
1372, 3158, 1164, 728
1373, 3155, 1166, 729
1374, 3154, 1166, 730
1375, 3152, 1166, 732
1376, 3150, 1166, 734
1378, 3149, 1167, 734
1379, 3145, 1170, 735
1380, 3145, 1169, 736
1381, 3145, 1168, 737
1382, 3144, 1165, 741
1383, 3143, 1165, 742
1385, 3141, 1165, 744
1386, 3139, 1163, 748
1388, 3135, 1165, 750
1389, 3131, 1169, 750
1390, 3131, 1167, 752
1391, 3128, 1170, 752
1392, 3126, 1172, 752
1393, 3125, 1173, 752
1394, 3124, 1170, 756
1395, 3121, 1172, 757
1396, 3118, 1171, 761
1397, 3114, 1175, 761
1398, 3113, 1175, 762
1399, 3113, 1174, 763
1400, 3113, 1171, 766
1401, 3111, 1173, 766
1402, 3107, 1177, 766
1403, 3105, 1175, 770
1404, 3103, 1177, 770
1405, 3101, 1177, 772
1406, 3100, 1175, 775
1407, 3098, 1173, 779
1408, 3097, 1171, 782
1409, 3094, 1173, 783
1410, 3093, 1171, 786
1411, 3092, 1171, 787
1412, 3091, 1169, 790
1413, 3088, 1169, 793
1414, 3087, 1169, 794
1415, 3086, 1169, 795
1416, 3083, 1171, 796
1417, 3080, 1172, 798
1418, 3080, 1170, 800
