infected,suceptible,removed
888,3602,560
888,3601,561
892,3597,561
893,3594,563
893,3593,564
894,3591,565
892,3591,567
891,3590,569
891,3590,569
893,3588,569
895,3586,569
895,3584,571
896,3582,572
896,3581,573
894,3581,575
894,3579,577
895,3577,578
895,3576,579
896,3575,579
897,3574,579
899,3570,581
895,3570,585
896,3569,585
895,3568,587
896,3566,588
899,3563,588
899,3563,588
900,3562,588
902,3560,588
900,3559,591
900,3558,592
903,3554,593
903,3553,594
905,3550,595
902,3550,598
904,3548,598
908,3544,598
911,3541,598
910,3541,599
911,3540,599
911,3540,599
914,3537,599
911,3537,602
912,3535,603
911,3535,604
912,3534,604
912,3533,605
913,3532,605
916,3528,606
916,3526,608
916,3526,608
914,3526,610
915,3524,611
918,3521,611
919,3519,612
920,3516,614
921,3515,614
922,3514,614
923,3513,614
923,3512,615
923,3511,616
922,3510,618
922,3509,619
922,3508,620
922,3508,620
923,3507,620
921,3507,622
920,3507,623
920,3506,624
921,3505,624
920,3504,626
920,3502,628
919,3502,629
919,3501,630
919,3500,631
921,3497,632
922,3495,633
922,3495,633
923,3494,633
927,3490,633
928,3488,634
929,3485,636
929,3484,637
928,3483,639
931,3480,639
931,3479,640
936,3474,640
938,3471,641
940,3468,642
941,3465,644
943,3462,645
942,3461,647
943,3459,648
945,3457,648
946,3455,649
947,3454,649
946,3454,650
951,3449,650
953,3447,650
951,3447,652
952,3446,652
952,3445,653
953,3444,653
957,3440,653
960,3437,653
963,3434,653
965,3432,653
965,3430,655
966,3428,656
968,3425,657
971,3421,658
971,3419,660
974,3416,660
976,3413,661
979,3409,662
982,3406,662
985,3401,664
985,3401,664
983,3400,667
982,3398,670
986,3393,671
987,3391,672
988,3390,672
988,3388,674
985,3388,677
988,3385,677
987,3385,678
988,3383,679
991,3379,680
992,3377,681
994,3375,681
997,3372,681
997,3372,681
997,3371,682
1001,3367,682
1003,3365,682
1005,3361,684
1005,3359,686
1006,3358,686
1004,3358,688
1005,3356,689
1009,3352,689
1009,3351,690
1010,3349,691
1012,3345,693
1017,3340,693
1020,3337,693
1024,3333,693
1025,3330,695
1026,3326,698
1026,3324,700
1029,3319,702
1029,3317,704
1033,3313,704
1033,3312,705
1034,3308,708
1035,3306,709
1038,3302,710
1039,3301,710
1041,3299,710
1040,3299,711
1041,3297,712
1042,3296,712
1040,3296,714
1041,3295,714
1043,3292,715
1043,3291,716
1043,3289,718
1043,3287,720
