infected,suceptible,removed
151,2992,1907
151,2992,1907
151,2992,1907
151,2992,1907
151,2992,1907
151,2992,1907
151,2992,1907
151,2992,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
152,2991,1907
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
151,2991,1908
150,2991,1909
150,2991,1909
151,2990,1909
151,2990,1909
152,2989,1909
152,2989,1909
152,2989,1909
152,2989,1909
153,2988,1909
153,2988,1909
153,2988,1909
153,2988,1909
154,2987,1909
154,2987,1909
154,2987,1909
154,2987,1909
154,2987,1909
154,2987,1909
154,2987,1909
153,2987,1910
153,2987,1910
153,2987,1910
153,2987,1910
152,2987,1911
153,2986,1911
153,2986,1911
153,2986,1911
153,2986,1911
153,2986,1911
154,2985,1911
154,2985,1911
154,2985,1911
154,2985,1911
154,2985,1911
154,2985,1911
154,2985,1911
153,2985,1912
153,2985,1912
153,2985,1912
153,2985,1912
155,2983,1912
155,2983,1912
155,2983,1912
154,2983,1913
154,2983,1913
155,2982,1913
155,2982,1913
155,2982,1913
155,2982,1913
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
154,2982,1914
153,2982,1915
152,2982,1916
152,2982,1916
152,2982,1916
153,2981,1916
153,2981,1916
153,2981,1916
153,2981,1916
153,2981,1916
153,2981,1916
153,2981,1916
153,2981,1916
152,2981,1917
152,2981,1917
152,2981,1917
150,2981,1919
150,2981,1919
149,2981,1920
149,2981,1920
149,2981,1920
149,2981,1920
148,2981,1921
148,2981,1921
148,2981,1921
148,2981,1921
148,2981,1921
148,2981,1921
148,2981,1921
150,2979,1921
150,2979,1921
150,2979,1921
150,2979,1921
150,2979,1921
150,2979,1921
150,2979,1921
149,2979,1922
149,2979,1922
149,2979,1922
149,2978,1923
150,2977,1923
150,2977,1923
150,2977,1923
150,2977,1923
150,2977,1923
150,2977,1923
151,2976,1923
151,2976,1923
151,2976,1923
152,2975,1923
152,2975,1923
152,2975,1923
152,2975,1923
152,2975,1923
151,2975,1924
151,2975,1924
151,2975,1924
151,2975,1924
151,2975,1924
151,2975,1924
150,2975,1925
150,2975,1925
150,2975,1925
150,2975,1925
150,2975,1925
151,2974,1925
151,2974,1925
151,2974,1925
151,2974,1925
151,2974,1925
151,2974,1925
151,2974,1925
151,2974,1925
150,2974,1926
150,2974,1926
150,2974,1926
150,2974,1926
150,2974,1926
150,2974,1926
150,2974,1926
152,2972,1926
152,2972,1926
152,2971,1927
152,2971,1927
152,2971,1927
153,2970,1927
153,2970,1927
153,2970,1927
153,2970,1927
153,2970,1927
154,2969,1927
154,2969,1927
154,2969,1927
154,2969,1927
154,2969,1927
154,2969,1927
154,2969,1927
153,2969,1928
152,2969,1929
152,2969,1929
152,2969,1929
152,2969,1929
152,2969,1929
152,2969,1929
152,2969,1929
151,2969,1930
151,2969,1930
151,2969,1930
150,2969,1931
150,2969,1931
150,2969,1931
149,2969,1932
149,2969,1932
149,2969,1932
149,2969,1932
148,2969,1933
148,2969,1933
148,2968,1934
148,2968,1934
148,2968,1934
148,2968,1934
148,2968,1934
148,2968,1934
149,2967,1934
149,2967,1934
151,2965,1934
151,2965,1934
151,2965,1934
151,2965,1934
150,2965,1935
149,2965,1936
149,2965,1936
149,2965,1936
149,2965,1936
149,2965,1936
148,2965,1937
148,2965,1937
147,2965,1938
147,2965,1938
146,2965,1939
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
144,2965,1941
143,2965,1942
142,2965,1943
141,2965,1944
141,2965,1944
141,2965,1944
141,2965,1944
141,2965,1944
141,2965,1944
141,2965,1944
141,2965,1944
141,2965,1944
140,2965,1945
140,2965,1945
